impl,workload,thread_count,copy_bytes,iter,e2e_ns,pause_p50_ns,pause_p99_ns,dispatch_p50_ns,dispatch_p99_ns,ok_count,truncated_count,timed_out_count,unregistered_count,error_count
snapshot,spin,4,8192,43,215874,1132,1152,1683,1703,4,0,0,0,0
snapshot,spin,4,8192,44,214753,1122,1123,1613,1623,4,0,0,0,0
snapshot,spin,4,8192,45,217206,1142,1163,1603,1663,4,0,0,0,0
snapshot,spin,4,8192,46,215413,1172,1173,1713,1743,4,0,0,0,0
snapshot,spin,4,8192,47,225091,1142,1143,1603,1623,4,0,0,0,0
snapshot,spin,4,8192,48,217137,1132,1143,1613,1623,4,0,0,0,0
snapshot,spin,4,8192,49,227727,1132,1132,1633,1823,4,0,0,0,0
snapshot,spin,4,8192,50,238136,1162,1172,1723,1844,4,0,0,0,0
snapshot,spin,4,8192,51,309800,1122,1132,1724,1823,4,0,0,0,0
snapshot,spin,4,8192,52,231894,1122,1152,1934,1964,4,0,0,0,0
snapshot,spin,4,8192,53,227937,1122,1122,1763,1813,4,0,0,0,0
snapshot,spin,4,8192,54,242614,1172,1172,1683,1794,4,0,0,0,0
snapshot,spin,4,8192,55,219481,1142,1143,1623,1793,4,0,0,0,0
snapshot,spin,4,8192,56,221776,1122,1122,1583,1623,4,0,0,0,0
snapshot,spin,4,8192,57,223909,1132,1162,1593,1733,4,0,0,0,0
snapshot,spin,4,8192,58,220783,1172,1223,1953,2805,4,0,0,0,0
snapshot,spin,4,8192,59,215663,1132,1143,1603,1763,4,0,0,0,0
snapshot,spin,4,8192,60,215774,1122,1123,1663,1764,4,0,0,0,0
snapshot,spin,4,8192,61,213319,1122,1122,1573,1603,4,0,0,0,0
snapshot,spin,4,8192,62,227055,1132,1162,1563,1593,4,0,0,0,0
snapshot,spin,4,8192,63,217207,1172,1172,1763,1933,4,0,0,0,0
snapshot,spin,4,8192,64,215534,1132,1132,1613,1663,4,0,0,0,0
snapshot,spin,4,8192,65,215023,1122,1133,1603,1613,4,0,0,0,0
snapshot,spin,4,8192,66,216575,1132,1132,1573,1613,4,0,0,0,0
snapshot,spin,4,8192,67,215804,1122,1162,1654,1673,4,0,0,0,0
snapshot,spin,4,8192,68,219270,1162,1163,1703,1753,4,0,0,0,0
snapshot,spin,4,8192,69,216736,1122,1122,1583,1643,4,0,0,0,0
snapshot,spin,4,8192,70,214753,1122,1132,1573,1613,4,0,0,0,0
snapshot,spin,4,8192,71,218308,1112,1122,1563,1643,4,0,0,0,0
snapshot,spin,4,8192,72,217197,1162,1162,1703,1713,4,0,0,0,0
snapshot,spin,4,8192,73,211586,1122,1132,1593,1643,4,0,0,0,0
snapshot,spin,4,8192,74,218359,1122,1122,1563,1623,4,0,0,0,0
snapshot,spin,4,8192,75,218339,1122,1132,1723,1733,4,0,0,0,0
snapshot,spin,4,8192,76,193793,1122,1132,1583,1593,4,0,0,0,0
snapshot,spin,4,8192,77,217648,1162,1182,1673,2255,4,0,0,0,0
snapshot,spin,4,8192,78,215694,1132,1132,1633,1694,4,0,0,0,0
snapshot,spin,4,8192,79,216936,1112,1132,1723,1753,4,0,0,0,0
snapshot,spin,4,8192,80,216135,1122,1122,1583,1613,4,0,0,0,0
snapshot,spin,4,8192,81,213119,1122,1122,1573,1623,4,0,0,0,0
snapshot,spin,4,8192,82,216445,1162,1173,1643,1713,4,0,0,0,0
snapshot,spin,4,8192,83,216456,1122,1132,1724,1873,4,0,0,0,0
snapshot,spin,4,8192,84,218980,1123,1183,1793,1993,4,0,0,0,0
snapshot,spin,4,8192,85,225152,1172,1172,1724,1773,4,0,0,0,0
snapshot,spin,4,8192,86,214191,1162,1163,1713,1853,4,0,0,0,0
snapshot,spin,4,8192,87,216516,1142,1142,1633,1743,4,0,0,0,0
snapshot,spin,4,8192,88,216235,1132,1162,1653,1703,4,0,0,0,0
snapshot,spin,4,8192,89,213249,1122,1122,1854,1934,4,0,0,0,0
snapshot,spin,4,8192,90,176010,1122,1122,1613,1614,4,0,0,0,0
snapshot,spin,4,8192,91,219391,1163,1172,1733,1893,4,0,0,0,0
snapshot,spin,4,8192,92,219030,1122,1123,1593,1874,4,0,0,0,0
snapshot,spin,4,8192,93,216145,1153,1924,1963,2043,4,0,0,0,0
snapshot,spin,4,8192,94,220863,1123,1162,1653,1783,4,0,0,0,0
snapshot,spin,4,8192,95,221535,1202,1874,2394,3085,4,0,0,0,0
snapshot,spin,4,8192,96,227957,1162,1162,1713,1753,4,0,0,0,0
snapshot,spin,4,8192,97,221645,1132,1162,1703,2004,4,0,0,0,0
snapshot,spin,4,8192,98,364363,1162,1172,1944,2054,4,0,0,0,0
snapshot,spin,4,8192,99,297798,1162,1182,2184,2235,4,0,0,0,0
snapshot,spin,32,8192,0,5016294,2244,2605,2695,8726,32,0,0,0,0
snapshot,spin,32,8192,1,1959930,2314,4238,2745,9708,32,0,0,0,0
snapshot,spin,32,8192,2,1518704,2264,2475,2715,8456,32,0,0,0,0
snapshot,spin,32,8192,3,4479629,2234,2495,2645,8826,32,0,0,0,0
snapshot,spin,32,8192,4,1529003,2204,2675,2655,8696,32,0,0,0,0
snapshot,spin,32,8192,5,4467045,2214,2655,2685,8516,32,0,0,0,0
snapshot,spin,32,8192,6,4500117,2314,3016,2675,596638,32,0,0,0,0
snapshot,spin,32,8192,7,18604701,2264,2785,2725,227406,32,0,0,0,0
snapshot,spin,32,8192,8,2703974,2374,4258,3006,17553,32,0,0,0,0
snapshot,spin,32,8192,9,5221548,2295,2686,2855,17392,32,0,0,0,0
snapshot,spin,32,8192,10,1888055,2284,2885,2785,17032,32,0,0,0,0
snapshot,spin,32,8192,11,4213972,2294,2675,2775,417883,32,0,0,0,0
snapshot,spin,32,8192,12,4891440,2284,4348,2855,17303,32,0,0,0,0
snapshot,spin,32,8192,13,2079715,2334,3146,2905,41217,32,0,0,0,0
snapshot,spin,32,8192,14,4700092,2374,4068,2785,96772,32,0,0,0,0
snapshot,spin,32,8192,15,2266885,2315,2605,2795,16892,32,0,0,0,0
snapshot,spin,32,8192,16,2101526,2325,2554,2775,27201,32,0,0,0,0
snapshot,spin,32,8192,17,2776770,2284,2665,2745,60213,32,0,0,0,0
snapshot,spin,32,8192,18,3040524,2285,2545,2765,16772,32,0,0,0,0
snapshot,spin,32,8192,19,4041989,2254,2896,2816,16501,32,0,0,0,0
snapshot,spin,32,8192,20,2987735,2264,2555,2795,16280,32,0,0,0,0
snapshot,spin,32,8192,21,2962729,2294,2594,2846,17403,32,0,0,0,0
snapshot,spin,32,8192,22,5048184,2284,2735,2915,521497,32,0,0,0,0
snapshot,spin,32,8192,23,1619052,2284,2645,2845,16771,32,0,0,0,0
snapshot,spin,32,8192,24,4311695,2345,2926,2795,37330,32,0,0,0,0
snapshot,spin,32,8192,25,3221963,2304,2585,2715,553717,32,0,0,0,0
snapshot,spin,32,8192,26,2762724,2304,4208,2835,29235,32,0,0,0,0
snapshot,spin,32,8192,27,5000845,2275,2745,2835,16922,32,0,0,0,0
snapshot,spin,32,8192,28,1872095,2295,2515,2815,16651,32,0,0,0,0
snapshot,spin,32,8192,29,4855513,2235,2545,2815,16951,32,0,0,0,0
snapshot,spin,32,8192,30,2522624,2284,2635,2846,17824,32,0,0,0,0
snapshot,spin,32,8192,31,3730487,2324,2685,2855,43161,32,0,0,0,0
snapshot,spin,32,8192,32,4381716,2304,2745,2855,16381,32,0,0,0,0
snapshot,spin,32,8192,33,2516452,2314,2695,2885,101460,32,0,0,0,0
snapshot,spin,32,8192,34,2197826,2285,2765,2816,17062,32,0,0,0,0
snapshot,spin,32,8192,35,4044504,2315,2755,2795,584955,32,0,0,0,0
snapshot,spin,32,8192,36,3818341,2295,2815,3196,805008,32,0,0,0,0
snapshot,spin,32,8192,37,2848074,2305,2655,2875,212307,32,0,0,0,0
snapshot,spin,32,8192,38,3682637,2314,2555,2775,573243,32,0,0,0,0
snapshot,spin,32,8192,39,4487594,2335,4028,3006,90038,32,0,0,0,0
snapshot,spin,32,8192,40,2508167,2314,2905,2785,16811,32,0,0,0,0
snapshot,spin,32,8192,41,6792981,2314,4769,2785,42539,32,0,0,0,0
snapshot,spin,32,8192,42,1745810,2284,2715,2685,15760,32,0,0,0,0
snapshot,spin,32,8192,43,2035462,2294,2695,2715,14787,32,0,0,0,0
snapshot,spin,32,8192,44,2283957,2374,2555,2826,442409,32,0,0,0,0
snapshot,spin,32,8192,45,2581334,2285,2675,2585,150843,32,0,0,0,0
snapshot,spin,32,8192,46,4978243,2234,2725,2695,44363,32,0,0,0,0
snapshot,spin,32,8192,47,1974177,2314,2635,2675,53440,32,0,0,0,0
snapshot,spin,32,8192,48,2126052,2204,2665,2675,43782,32,0,0,0,0
snapshot,spin,32,8192,49,3887130,2254,2695,2685,43772,32,0,0,0,0
snapshot,spin,32,8192,50,3612275,2305,2826,2695,612778,32,0,0,0,0
snapshot,spin,32,8192,51,4547867,2214,2535,2725,608740,32,0,0,0,0
snapshot,spin,32,8192,52,3351316,2324,2825,2665,1271621,32,0,0,0,0
snapshot,spin,32,8192,53,4555742,2254,2695,2695,147286,32,0,0,0,0
snapshot,spin,32,8192,54,2534376,2344,2655,2845,47990,32,0,0,0,0
snapshot,spin,32,8192,55,3416077,2274,2635,2795,47138,32,0,0,0,0
snapshot,spin,32,8192,56,5020782,2284,2565,2805,47960,32,0,0,0,0
snapshot,spin,32,8192,57,4084859,2314,2815,2746,512019,32,0,0,0,0
snapshot,spin,32,8192,58,5562697,2324,2745,2805,47990,32,0,0,0,0
snapshot,spin,32,8192,59,2123056,2334,2966,2776,48741,32,0,0,0,0
snapshot,spin,32,8192,60,2094052,2285,2765,2735,47800,32,0,0,0,0
snapshot,spin,32,8192,61,2926721,2284,2584,2675,45997,32,0,0,0,0
snapshot,spin,32,8192,62,3148857,2295,2645,2775,47529,32,0,0,0,0
snapshot,spin,32,8192,63,4021862,2274,2635,2785,47469,32,0,0,0,0
snapshot,spin,32,8192,64,4825447,2305,2645,2785,48500,32,0,0,0,0
snapshot,spin,32,8192,65,2217232,2294,2906,2845,49212,32,0,0,0,0
snapshot,spin,32,8192,66,2080497,2335,2665,2775,46557,32,0,0,0,0
snapshot,spin,32,8192,67,3806218,2314,2655,2775,54151,32,0,0,0,0
snapshot,spin,32,8192,68,5031252,2304,2705,2745,46487,32,0,0,0,0
snapshot,spin,32,8192,69,1807926,2294,2564,2816,48030,32,0,0,0,0
snapshot,spin,32,8192,70,5027255,2294,2554,2806,48832,32,0,0,0,0
snapshot,spin,32,8192,71,2193759,2304,2795,2735,47979,32,0,0,0,0
snapshot,spin,32,8192,72,2419611,2314,2595,2835,48260,32,0,0,0,0
snapshot,spin,32,8192,73,3534188,2314,4248,2785,648625,32,0,0,0,0
snapshot,spin,32,8192,74,4993221,2324,2535,2836,50043,32,0,0,0,0
snapshot,spin,32,8192,75,2111113,2334,2845,2725,46988,32,0,0,0,0
snapshot,spin,32,8192,76,2997895,2285,2615,2755,47669,32,0,0,0,0
snapshot,spin,32,8192,77,2881767,2314,2685,2755,47108,32,0,0,0,0
snapshot,spin,32,8192,78,4996467,2314,2555,2756,46867,32,0,0,0,0
snapshot,spin,32,8192,79,7116587,2405,2745,2935,4563516,32,0,0,0,0
snapshot,spin,32,8192,80,1976121,2304,2765,2775,46628,32,0,0,0,0
snapshot,spin,32,8192,81,3130683,2295,2634,2705,45314,32,0,0,0,0
snapshot,spin,32,8192,82,2751052,2315,2575,2856,49242,32,0,0,0,0
snapshot,spin,32,8192,83,5010603,2314,3096,2846,47700,32,0,0,0,0
snapshot,spin,32,8192,84,2102677,2284,2685,2845,48531,32,0,0,0,0
snapshot,spin,32,8192,85,3891978,2314,2575,2785,47418,32,0,0,0,0
snapshot,spin,32,8192,86,2105122,2324,2786,2835,49032,32,0,0,0,0
snapshot,spin,32,8192,87,3884816,2284,2595,2756,46637,32,0,0,0,0
snapshot,spin,32,8192,88,5001426,2304,2595,2735,46697,32,0,0,0,0
snapshot,spin,32,8192,89,4108224,2364,2895,2885,1025540,32,0,0,0,0
snapshot,spin,32,8192,90,2939986,2284,2615,2785,46807,32,0,0,0,0
snapshot,spin,32,8192,91,3883643,2255,2665,2595,41858,32,0,0,0,0
snapshot,spin,32,8192,92,4503354,2284,2755,2695,43031,32,0,0,0,0
snapshot,spin,32,8192,93,3609239,2274,2745,2645,43581,32,0,0,0,0
snapshot,spin,32,8192,94,2995199,2305,2505,2685,44393,32,0,0,0,0
snapshot,spin,32,8192,95,3427388,2204,2796,2826,43662,32,0,0,0,0
snapshot,spin,32,8192,96,2567298,2294,4358,2715,57027,32,0,0,0,0
snapshot,spin,32,8192,97,4886471,2255,2745,2745,44343,32,0,0,0,0
snapshot,spin,32,8192,98,3023112,2285,2705,2755,44263,32,0,0,0,0
snapshot,spin,32,8192,99,3077753,2304,2765,2745,44273,32,0,0,0,0
snapshot,spin,128,8192,0,35498949,2385,3206,2878491,16769344,128,0,0,0,0
snapshot,spin,128,8192,1,32184923,2384,3606,3228726,15276829,128,0,0,0,0
snapshot,spin,128,8192,2,38843472,2234,4518,3037859,15090400,128,0,0,0,0
snapshot,spin,128,8192,3,35143564,2324,2835,2531520,17377123,128,0,0,0,0
snapshot,spin,128,8192,4,42916991,2385,3085,2868763,23953568,128,0,0,0,0
snapshot,spin,128,8192,5,41075662,2395,3066,3085739,24213425,128,0,0,0,0
snapshot,spin,128,8192,6,93871614,2395,3085,3978301,27544082,128,0,0,0,0
snapshot,spin,128,8192,7,46616950,2374,3286,3203048,26149270,128,0,0,0,0
snapshot,spin,128,8192,8,62362958,2455,4318,3469948,24504229,128,0,0,0,0
snapshot,spin,128,8192,9,63878306,2375,4488,3185876,21164164,128,0,0,0,0
snapshot,spin,128,8192,10,50933414,2384,4569,3307875,23286429,128,0,0,0,0
snapshot,spin,128,8192,11,49087296,2234,3526,3366124,23283653,128,0,0,0,0
snapshot,spin,128,8192,12,47948223,2234,3066,3236772,19199234,128,0,0,0,0
snapshot,spin,128,8192,13,49060146,2304,3537,3222475,18325810,128,0,0,0,0
snapshot,spin,128,8192,14,51063136,2254,3176,3231422,19202431,128,0,0,0,0
snapshot,spin,128,8192,15,41940984,2204,3156,3818081,19093497,128,0,0,0,0
snapshot,spin,128,8192,16,38846639,2214,3106,3214640,19259318,128,0,0,0,0
snapshot,spin,128,8192,17,41550853,2264,3436,3398213,18333403,128,0,0,0,0
snapshot,spin,128,8192,18,94503027,2505,4358,3672537,28751433,128,0,0,0,0
snapshot,spin,128,8192,19,40157403,2515,3416,3944968,21186036,128,0,0,0,0
snapshot,spin,128,8192,20,50854296,2315,4389,3133007,20983255,128,0,0,0,0
snapshot,spin,128,8192,21,51982829,2274,3015,3781492,18456183,128,0,0,0,0
snapshot,spin,128,8192,22,68116232,2535,3066,3639546,20117554,128,0,0,0,0
snapshot,spin,128,8192,23,69870457,2574,3086,2326887,18023613,128,0,0,0,0
snapshot,spin,128,8192,24,50959072,2315,3537,3113882,24102216,128,0,0,0,0
snapshot,spin,128,8192,25,43084394,2205,2946,2892988,17244895,128,0,0,0,0
snapshot,spin,128,8192,26,35809380,2234,4468,3156331,15018895,128,0,0,0,0
snapshot,spin,128,8192,27,36008353,2214,3326,3348350,16275399,128,0,0,0,0
snapshot,spin,128,8192,28,35021775,2204,2895,4197181,15323196,128,0,0,0,0
snapshot,spin,128,8192,29,40050894,2214,2905,3225260,16229744,128,0,0,0,0
snapshot,spin,128,8192,30,41950141,2194,2755,3230540,15126748,128,0,0,0,0
snapshot,spin,128,8192,31,37057909,2204,4398,4132449,15182533,128,0,0,0,0
snapshot,spin,128,8192,32,27926579,2204,2936,3143888,17114340,128,0,0,0,0
snapshot,spin,128,8192,33,34009790,2224,4448,3608568,18240800,128,0,0,0,0
snapshot,spin,128,8192,34,37024477,2234,3106,3173383,17169023,128,0,0,0,0
snapshot,spin,128,8192,35,36940549,2224,3146,3099886,15127179,128,0,0,0,0
snapshot,spin,128,8192,36,30326352,2204,4078,3212867,16126781,128,0,0,0,0
snapshot,spin,128,8192,37,30703699,2214,3115,3860489,16891683,128,0,0,0,0
snapshot,spin,128,8192,38,36030044,2214,4228,3111597,19161083,128,0,0,0,0
snapshot,spin,128,8192,39,33876501,2214,3136,3072764,17167840,128,0,0,0,0
snapshot,spin,128,8192,40,33065021,2205,2985,3271476,16425190,128,0,0,0,0
snapshot,spin,128,8192,41,45062880,2365,3176,3237082,21074587,128,0,0,0,0
snapshot,spin,128,8192,42,53017647,2605,3276,3092221,22050644,128,0,0,0,0
snapshot,spin,128,8192,43,45882785,2484,3106,3035615,20584649,128,0,0,0,0
snapshot,spin,128,8192,44,75101954,2234,4478,3758028,51184644,128,0,0,0,0
snapshot,spin,128,8192,45,59837479,2685,3667,4021311,32037056,128,0,0,0,0
snapshot,spin,128,8192,46,54929718,2545,4639,2609858,24072441,128,0,0,0,0
snapshot,spin,128,8192,47,39931961,2545,3076,3111166,24133866,128,0,0,0,0
snapshot,spin,128,8192,48,39595831,2424,3086,2211301,28177017,128,0,0,0,0
snapshot,spin,128,8192,49,38489620,2314,2946,2581584,23656001,128,0,0,0,0
snapshot,spin,128,8192,50,34405161,2214,3146,2363967,20078742,128,0,0,0,0
snapshot,spin,128,8192,51,34575259,2224,2845,3691413,20687652,128,0,0,0,0
snapshot,spin,128,8192,52,38463671,2225,3176,2168110,22128100,128,0,0,0,0
snapshot,spin,128,8192,53,59373479,2214,3056,2983518,24697621,128,0,0,0,0
snapshot,spin,128,8192,54,30628839,2225,3106,3224068,20226619,128,0,0,0,0
snapshot,spin,128,8192,55,34378761,2244,2985,3287596,20556175,128,0,0,0,0
snapshot,spin,128,8192,56,64927721,2264,2975,3174746,27161125,128,0,0,0,0
snapshot,spin,128,8192,57,48483656,2394,2885,3230910,26257763,128,0,0,0,0
snapshot,spin,128,8192,58,38570271,2314,2945,4720520,23749285,128,0,0,0,0
snapshot,spin,128,8192,59,33252933,2224,2756,5074473,21156520,128,0,0,0,0
snapshot,spin,128,8192,60,32860939,2224,2995,3996925,23911539,128,0,0,0,0
snapshot,spin,128,8192,61,35798230,2214,2916,3607536,22061184,128,0,0,0,0
snapshot,spin,128,8192,62,37937687,2234,2955,3308055,22929401,128,0,0,0,0
snapshot,spin,128,8192,63,40115094,2265,2985,4092574,22225462,128,0,0,0,0
snapshot,spin,128,8192,64,42944583,2204,2775,3202999,22146854,128,0,0,0,0
snapshot,spin,128,8192,65,44266749,2234,3697,3249887,20436602,128,0,0,0,0
snapshot,spin,128,8192,66,37606386,2214,3487,4836718,23900419,128,0,0,0,0
snapshot,spin,128,8192,67,44469238,2214,3136,3378988,21315297,128,0,0,0,0
snapshot,spin,128,8192,68,68788251,2224,2675,3883383,23860443,128,0,0,0,0
snapshot,spin,128,8192,69,44948044,2505,3296,3917797,26338705,128,0,0,0,0
snapshot,spin,128,8192,70,70827209,2315,3567,3990313,24976744,128,0,0,0,0
snapshot,spin,128,8192,71,43007150,2244,2795,4176571,27156326,128,0,0,0,0
snapshot,spin,128,8192,72,41201208,2214,3116,4157626,25137776,128,0,0,0,0
snapshot,spin,128,8192,73,42875543,2204,3035,3050423,25946931,128,0,0,0,0
snapshot,spin,128,8192,74,43037747,2334,3025,3062164,26028073,128,0,0,0,0
snapshot,spin,128,8192,75,40918729,2405,4318,4083848,27073040,128,0,0,0,0
snapshot,spin,128,8192,76,34926206,2274,3266,4034095,23075013,128,0,0,0,0
snapshot,spin,128,8192,77,52477615,2224,3336,4143209,25116166,128,0,0,0,0
snapshot,spin,128,8192,78,42609916,2425,3286,3690942,27648517,128,0,0,0,0
snapshot,spin,128,8192,79,45892714,2284,2955,5153751,27994937,128,0,0,0,0
snapshot,spin,128,8192,80,43802238,2294,4398,4058962,25936351,128,0,0,0,0
snapshot,spin,128,8192,81,52382057,2234,3086,4298530,24266064,128,0,0,0,0
snapshot,spin,128,8192,82,41753282,2254,3176,3119031,22045926,128,0,0,0,0
snapshot,spin,128,8192,83,45748554,2214,2975,3134901,24152090,128,0,0,0,0
snapshot,spin,128,8192,84,44183583,2265,3086,3432959,25364981,128,0,0,0,0
snapshot,spin,128,8192,85,53639822,2285,3226,3426416,23273024,128,0,0,0,0
snapshot,spin,128,8192,86,48754573,2314,3226,3515583,19481824,128,0,0,0,0
snapshot,spin,128,8192,87,45164991,2224,3016,3777925,19751829,128,0,0,0,0
snapshot,spin,128,8192,88,39563551,2214,2795,3549368,19553338,128,0,0,0,0
snapshot,spin,128,8192,89,32924458,2375,3356,2916632,19993472,128,0,0,0,0
snapshot,spin,128,8192,90,43348530,2204,3356,3087351,17037096,128,0,0,0,0
snapshot,spin,128,8192,91,45492394,2355,3186,2686662,16702268,128,0,0,0,0
snapshot,spin,128,8192,92,45973284,2335,3757,3262821,24202154,128,0,0,0,0
snapshot,spin,128,8192,93,45979737,2354,4529,3193671,30292168,128,0,0,0,0
snapshot,spin,128,8192,94,48207549,2384,3046,3260666,32178851,128,0,0,0,0
snapshot,spin,128,8192,95,45788239,2415,3457,4054483,21947741,128,0,0,0,0
snapshot,spin,128,8192,96,46068854,2204,3206,3234748,24197805,128,0,0,0,0
snapshot,spin,128,8192,97,33879256,2224,2985,3368117,19118784,128,0,0,0,0
snapshot,spin,128,8192,98,29934529,2214,2906,2844297,19265579,128,0,0,0,0
snapshot,spin,128,8192,99,44179716,2214,2835,3280243,19262263,128,0,0,0,0
snapshot,alloc,4,8192,0,230081,2545,2585,2655,2675,4,0,0,0,0
snapshot,alloc,4,8192,1,225121,2555,2575,2324,2524,4,0,0,0,0
snapshot,alloc,4,8192,2,231814,2564,2675,2194,2445,4,0,0,0,0
snapshot,alloc,4,8192,3,226204,2434,2695,2234,2244,4,0,0,0,0
snapshot,alloc,4,8192,4,229590,2515,2595,2214,2445,4,0,0,0,0
snapshot,alloc,4,8192,5,227066,2474,2565,2345,2404,4,0,0,0,0
snapshot,alloc,4,8192,6,226444,2564,2595,2354,2435,4,0,0,0,0
snapshot,alloc,4,8192,7,227937,2484,2564,2394,2485,4,0,0,0,0
snapshot,alloc,4,8192,8,226464,2675,2896,2164,2384,4,0,0,0,0
snapshot,alloc,4,8192,9,227486,2525,2725,2384,2936,4,0,0,0,0
snapshot,alloc,4,8192,10,227677,2475,2705,2384,2435,4,0,0,0,0
snapshot,alloc,4,8192,11,225532,2595,2675,2194,2434,4,0,0,0,0
snapshot,alloc,4,8192,12,228639,2765,2865,2274,2384,4,0,0,0,0
snapshot,alloc,4,8192,13,226494,2535,2705,2305,2485,4,0,0,0,0
snapshot,alloc,4,8192,14,224801,2685,2695,2645,2685,4,0,0,0,0
snapshot,alloc,4,8192,15,225663,2475,2555,2224,2454,4,0,0,0,0
snapshot,alloc,4,8192,16,231704,2494,2835,2134,2385,4,0,0,0,0
snapshot,alloc,4,8192,17,226505,2525,2595,2525,2635,4,0,0,0,0
snapshot,alloc,4,8192,18,225111,2524,2595,2344,2375,4,0,0,0,0
snapshot,alloc,4,8192,19,221775,2665,2705,2124,2425,4,0,0,0,0
snapshot,alloc,4,8192,20,222447,2835,2866,2164,2174,4,0,0,0,0
snapshot,alloc,4,8192,21,191008,2394,2485,2445,2475,4,0,0,0,0
snapshot,alloc,4,8192,22,223388,2485,2514,2394,2405,4,0,0,0,0
snapshot,alloc,4,8192,23,223318,2655,2745,2234,2395,4,0,0,0,0
snapshot,alloc,4,8192,24,225342,2504,2615,2205,2675,4,0,0,0,0
snapshot,alloc,4,8192,25,228297,2634,2895,2344,2355,4,0,0,0,0
snapshot,alloc,4,8192,26,224630,2474,2584,2234,2375,4,0,0,0,0
snapshot,alloc,4,8192,27,221215,2595,2615,2194,2215,4,0,0,0,0
snapshot,alloc,4,8192,28,225161,2455,2605,2254,2274,4,0,0,0,0
snapshot,alloc,4,8192,29,223979,2475,2705,2344,2424,4,0,0,0,0
snapshot,alloc,4,8192,30,196649,2855,2926,2304,2505,4,0,0,0,0
snapshot,alloc,4,8192,31,225702,2615,2685,2284,2305,4,0,0,0,0
snapshot,alloc,4,8192,32,224831,2524,2555,2324,2565,4,0,0,0,0
snapshot,alloc,4,8192,33,225041,2675,2785,2214,2384,4,0,0,0,0
snapshot,alloc,4,8192,34,224511,2655,2815,2324,2345,4,0,0,0,0
snapshot,alloc,4,8192,35,225763,2585,2585,2234,2264,4,0,0,0,0
snapshot,alloc,4,8192,36,226394,2535,2715,2314,2595,4,0,0,0,0
snapshot,alloc,4,8192,37,227056,2625,2655,2475,2535,4,0,0,0,0
snapshot,alloc,4,8192,38,227025,2625,2675,2325,2355,4,0,0,0,0
snapshot,alloc,4,8192,39,355797,2575,2605,2154,2164,4,0,0,0,0
snapshot,alloc,4,8192,40,446997,2585,2715,2745,2876,4,0,0,0,0
snapshot,alloc,4,8192,41,343613,2525,2615,2615,2725,4,0,0,0,0
snapshot,alloc,4,8192,42,333725,2525,2805,2625,2715,4,0,0,0,0
snapshot,alloc,4,8192,43,238437,2615,2785,2565,2625,4,0,0,0,0
snapshot,alloc,4,8192,44,227016,2385,2665,2244,2264,4,0,0,0,0
snapshot,alloc,4,8192,45,224921,2405,2926,2054,2114,4,0,0,0,0
snapshot,alloc,4,8192,46,224841,2484,2485,2375,2485,4,0,0,0,0
snapshot,alloc,4,8192,47,225393,2464,2525,2255,2304,4,0,0,0,0
snapshot,alloc,4,8192,48,224700,2505,2605,2505,2595,4,0,0,0,0
snapshot,alloc,4,8192,49,220292,2665,2725,2264,2465,4,0,0,0,0
snapshot,alloc,4,8192,50,227897,2535,2555,2765,2815,4,0,0,0,0
snapshot,alloc,4,8192,51,223238,2484,2505,2435,2465,4,0,0,0,0
snapshot,alloc,4,8192,52,222456,2425,2665,2274,2294,4,0,0,0,0
snapshot,alloc,4,8192,53,225563,2695,2735,2144,2244,4,0,0,0,0
snapshot,alloc,4,8192,54,212608,2374,2625,2064,2114,4,0,0,0,0
snapshot,alloc,4,8192,55,224381,2505,2515,2204,2445,4,0,0,0,0
snapshot,alloc,4,8192,56,225151,2505,2535,2325,2494,4,0,0,0,0
snapshot,alloc,4,8192,57,222837,2625,2785,2194,2234,4,0,0,0,0
snapshot,alloc,4,8192,58,230652,2425,2645,2294,2334,4,0,0,0,0
snapshot,alloc,4,8192,59,228969,2545,2695,2475,2565,4,0,0,0,0
snapshot,alloc,4,8192,60,222186,2614,2685,2435,2465,4,0,0,0,0
snapshot,alloc,4,8192,61,224831,2605,2635,2265,2374,4,0,0,0,0
snapshot,alloc,4,8192,62,220944,2746,2755,2094,2425,4,0,0,0,0
snapshot,alloc,4,8192,63,191238,2625,2815,2305,2474,4,0,0,0,0
snapshot,alloc,4,8192,64,227146,2545,2605,2345,2645,4,0,0,0,0
snapshot,alloc,4,8192,65,224260,2495,2575,2395,2414,4,0,0,0,0
snapshot,alloc,4,8192,66,224390,2865,2875,2605,2635,4,0,0,0,0
snapshot,alloc,4,8192,67,221635,2906,2935,2094,2144,4,0,0,0,0
snapshot,alloc,4,8192,68,225112,2544,2635,2235,2515,4,0,0,0,0
snapshot,alloc,4,8192,69,224501,2675,2705,2425,2434,4,0,0,0,0
snapshot,alloc,4,8192,70,225763,2755,2845,2344,2465,4,0,0,0,0
snapshot,alloc,4,8192,71,224751,2795,2796,2254,2285,4,0,0,0,0
snapshot,alloc,4,8192,72,194404,2635,2966,2354,2545,4,0,0,0,0
snapshot,alloc,4,8192,73,220613,2525,2765,2475,2475,4,0,0,0,0
snapshot,alloc,4,8192,74,219882,2514,2685,2365,2455,4,0,0,0,0
snapshot,alloc,4,8192,75,223870,2675,2685,2244,2314,4,0,0,0,0
snapshot,alloc,4,8192,76,222677,2945,3457,2635,2645,4,0,0,0,0
snapshot,alloc,4,8192,77,225993,2575,2615,2675,3406,4,0,0,0,0
